utt_id,technique,variant,singer_id,cos_to_source,shift_norm,shift_alignment
EN-Alto-1__breathy__technique__sleepyhead__0002_v1,breathy,1,EN-Alto-1,0.6883344650268555,0.789513349533081,0.016537370160222054
EN-Alto-1__breathy__technique__sleepyhead__0002_v2,breathy,2,EN-Alto-1,0.6678116321563721,0.8150931596755981,0.030254250392317772
EN-Alto-1__breathy__technique__sleepyhead__0003_v0,breathy,0,EN-Alto-1,0.6014920473098755,0.8927574753761292,0.1974310576915741
EN-Alto-1__breathy__technique__sleepyhead__0003_v1,breathy,1,EN-Alto-1,0.6059558391571045,0.8877434134483337,0.2051098495721817
EN-Alto-1__breathy__technique__sleepyhead__0003_v2,breathy,2,EN-Alto-1,0.6117218732833862,0.8812242746353149,0.21433134377002716
EN-Alto-1__breathy__technique__sleepyhead__0004_v0,breathy,0,EN-Alto-1,0.6766580939292908,0.8041664958000183,0.14268141984939575
EN-Alto-1__breathy__technique__sleepyhead__0004_v1,breathy,1,EN-Alto-1,0.6699668169021606,0.8124446272850037,0.1874302327632904
EN-Alto-1__breathy__technique__sleepyhead__0004_v2,breathy,2,EN-Alto-1,0.6411209106445312,0.8472061157226562,0.23628033697605133
EN-Alto-1__breathy__technique__sleepyhead__0005_v0,breathy,0,EN-Alto-1,0.6696773767471313,0.8128008842468262,0.1658460944890976
EN-Alto-1__breathy__technique__sleepyhead__0005_v1,breathy,1,EN-Alto-1,0.6661102771759033,0.8171777725219727,0.15988948941230774
EN-Alto-1__breathy__technique__sleepyhead__0005_v2,breathy,2,EN-Alto-1,0.6325907111167908,0.8572155833244324,0.17917291820049286
EN-Alto-1__breathy__technique__sleepyhead__0006_v0,breathy,0,EN-Alto-1,0.7211647033691406,0.7467735409736633,0.08096663653850555
EN-Alto-1__breathy__technique__sleepyhead__0006_v1,breathy,1,EN-Alto-1,0.7161512970924377,0.7534569501876831,0.09817900508642197
